Logit Alpha0,-0.188425
Logit Alpha1,-0.400000
Logit Alpha2,-0.153325
Logit Alpha3,-0.137725
Logit Alpha4,-0.186475
Logit Alpha5,-0.400000
Logit Alpha6,-0.400000
Logit Alpha7,-0.400000
Logit Alpha8,-0.314200
Logit Alpha9,-0.400000
