45	Destination	Road	-4
45	Destination	Rail	-6
45	Destination	IWW	16
46	Origin	Road	-16
46	Origin	Rail	-2
46	Origin	IWW	50
46	Destination	Road	-8
46	Destination	Rail	-6
46	Destination	IWW	50
47	Origin	Road	-26
47	Origin	Rail	-16
47	Origin	IWW	50
47	Destination	Road	4
47	Destination	Rail	0
47	Destination	IWW	50
48	Origin	Road	-20
48	Origin	Rail	-16
48	Origin	IWW	50
48	Destination	Road	-2
48	Destination	Rail	-4
48	Destination	IWW	40
49	Origin	Road	-14
49	Origin	Rail	-2
49	Origin	IWW	50
49	Destination	Road	-8
49	Destination	Rail	0
49	Destination	IWW	2
50	Origin	Road	-8
50	Origin	Rail	8
50	Origin	IWW	50
50	Destination	Road	-2
50	Destination	Rail	-2
50	Destination	IWW	50
51	Origin	Road	-30
51	Origin	Rail	-16
51	Origin	IWW	50
51	Destination	Road	0
51	Destination	Rail	0
51	Destination	IWW	26
52	Origin	Road	-2
52	Origin	Rail	16
52	Origin	IWW	50
52	Destination	Road	4
52	Destination	Rail	0
52	Destination	IWW	-6
53	Origin	Road	-12
53	Origin	Rail	2
53	Origin	IWW	50
53	Destination	Road	-2
53	Destination	Rail	-2
53	Destination	IWW	50
54	Origin	Road	-22
54	Origin	Rail	-10
54	Origin	IWW	0
54	Destination	Road	-10
54	Destination	Rail	-8
54	Destination	IWW	-50
55	Origin	Road	-16
55	Origin	Rail	-12
55	Origin	IWW	50
55	Destination	Road	2
55	Destination	Rail	2
55	Destination	IWW	50
56	Origin	Road	-18
56	Origin	Rail	-6
56	Origin	IWW	28
56	Destination	Road	-2
56	Destination	Rail	0
56	Destination	IWW	50
57	Origin	Road	-16
57	Origin	Rail	-6
57	Origin	IWW	14
57	Destination	Road	8
57	Destination	Rail	6
57	Destination	IWW	-10
58	Origin	Road	-4
58	Origin	Rail	-2
58	Origin	IWW	10
58	Destination	Road	6
58	Destination	Rail	0
58	Destination	IWW	-2
59	Origin	Road	-30
59	Origin	Rail	-12
59	Origin	IWW	8
59	Destination	Road	0
59	Destination	Rail	0
59	Destination	IWW	-18
60	Origin	Road	-28
60	Origin	Rail	-12
60	Origin	IWW	50
60	Destination	Road	-2
60	Destination	Rail	-2
60	Destination	IWW	30
61	Origin	Road	-14
61	Origin	Rail	-6
61	Origin	IWW	50
61	Destination	Road	-2
61	Destination	Rail	-2
61	Destination	IWW	50
62	Origin	Road	-24
62	Origin	Rail	-14
62	Origin	IWW	30
62	Destination	Road	-4
62	Destination	Rail	-2
62	Destination	IWW	4
63	Origin	Road	-20
63	Origin	Rail	-10
63	Origin	IWW	50
63	Destination	Road	4
63	Destination	Rail	2
63	Destination	IWW	-4
64	Origin	Road	-12
64	Origin	Rail	0
64	Origin	IWW	-2
64	Destination	Road	0
64	Destination	Rail	2
64	Destination	IWW	-8
65	Origin	Road	-20
65	Origin	Rail	-8
65	Origin	IWW	-4
65	Destination	Road	-22
65	Destination	Rail	-6
65	Destination	IWW	-10
66	Origin	Road	-18
66	Origin	Rail	-4
66	Origin	IWW	-2
66	Destination	Road	-4
66	Destination	Rail	4
66	Destination	IWW	-26
67	Origin	Road	-12
67	Origin	Rail	-6
67	Origin	IWW	50
67	Destination	Road	2
67	Destination	Rail	0
67	Destination	IWW	-6
68	Origin	Road	-24
68	Origin	Rail	-10
68	Origin	IWW	-8
68	Destination	Road	2
68	Destination	Rail	4
68	Destination	IWW	-12
69	Origin	Road	-16
69	Origin	Rail	-10
69	Origin	IWW	6
69	Destination	Road	2
69	Destination	Rail	0
69	Destination	IWW	-8
70	Origin	Road	-18
70	Origin	Rail	-2
70	Origin	IWW	18
70	Destination	Road	-12
70	Destination	Rail	-6
70	Destination	IWW	-16
71	Origin	Road	-24
71	Origin	Rail	-16
71	Origin	IWW	50
71	Destination	Road	2
71	Destination	Rail	0
71	Destination	IWW	-6
72	Origin	Road	-50
72	Origin	Rail	-32
72	Origin	IWW	50
72	Destination	Road	0
72	Destination	Rail	0
72	Destination	IWW	-14
73	Origin	Road	-50
73	Origin	Rail	-28
73	Origin	IWW	50
73	Destination	Road	-2
73	Destination	Rail	4
73	Destination	IWW	-6
74	Origin	Road	-18
74	Origin	Rail	2
74	Origin	IWW	34
74	Destination	Road	4
74	Destination	Rail	6
74	Destination	IWW	-8
75	Origin	Road	-14
75	Origin	Rail	-8
75	Origin	IWW	-4
75	Destination	Road	-38
75	Destination	Rail	-50
75	Destination	IWW	50
76	Origin	Road	-24
76	Origin	Rail	-10
76	Origin	IWW	50
76	Destination	Road	0
76	Destination	Rail	0
76	Destination	IWW	50
77	Origin	Road	-16
77	Origin	Rail	-12
77	Origin	IWW	50
77	Destination	Road	0
77	Destination	Rail	0
77	Destination	IWW	50
78	Origin	Road	-22
78	Origin	Rail	-14
78	Origin	IWW	50
78	Destination	Road	-8
78	Destination	Rail	-2
78	Destination	IWW	50
79	Origin	Road	-24
79	Origin	Rail	-16
79	Origin	IWW	50
79	Destination	Road	-6
79	Destination	Rail	-2
79	Destination	IWW	50
80	Origin	Road	-14
80	Origin	Rail	-10
80	Origin	IWW	50
80	Destination	Road	-2
80	Destination	Rail	0
80	Destination	IWW	50
81	Origin	Road	-22
81	Origin	Rail	-16
81	Origin	IWW	50
81	Destination	Road	2
81	Destination	Rail	0
81	Destination	IWW	50
82	Origin	Road	-18
82	Origin	Rail	10
82	Origin	IWW	-8
82	Destination	Road	-10
82	Destination	Rail	2
82	Destination	IWW	-20
83	Origin	Road	-28
83	Origin	Rail	-16
83	Origin	IWW	50
83	Destination	Road	2
83	Destination	Rail	0
83	Destination	IWW	10
84	Origin	Road	-24
84	Origin	Rail	-6
84	Origin	IWW	-50
84	Destination	Road	-24
84	Destination	Rail	4
84	Destination	IWW	-50
85	Origin	Road	12
85	Origin	Rail	-2
85	Origin	IWW	-50
85	Destination	Road	8
85	Destination	Rail	0
85	Destination	IWW	-50
86	Origin	Road	10
86	Origin	Rail	38
86	Origin	IWW	28
86	Destination	Road	-50
86	Destination	Rail	50
86	Destination	IWW	46
87	Origin	Road	-8
87	Origin	Rail	-4
87	Origin	IWW	-50
87	Destination	Road	-50
87	Destination	Rail	50
87	Destination	IWW	-50
88	Origin	Road	8
88	Origin	Rail	2
88	Origin	IWW	-50
88	Destination	Road	-38
88	Destination	Rail	2
88	Destination	IWW	-50
89	Origin	Road	-12
89	Origin	Rail	10
89	Origin	IWW	-50
89	Destination	Road	-26
89	Destination	Rail	0
89	Destination	IWW	-50
90	Origin	Road	-14
90	Origin	Rail	12
90	Origin	IWW	-50
90	Destination	Road	34
90	Destination	Rail	22
90	Destination	IWW	-50
91	Origin	Road	-44
91	Origin	Rail	-8
91	Origin	IWW	-50
91	Destination	Road	-6
91	Destination	Rail	-8
91	Destination	IWW	-50
92	Origin	Road	-30
92	Origin	Rail	8
92	Origin	IWW	-50
92	Destination	Road	2
92	Destination	Rail	0
92	Destination	IWW	-50
93	Origin	Road	-20
93	Origin	Rail	48
93	Origin	IWW	-50
93	Destination	Road	28
93	Destination	Rail	48
93	Destination	IWW	-50
94	Origin	Road	-18
94	Origin	Rail	18
94	Origin	IWW	-50
94	Destination	Road	-2
94	Destination	Rail	0
94	Destination	IWW	-50
95	Origin	Road	-30
95	Origin	Rail	4
95	Origin	IWW	-50
95	Destination	Road	6
95	Destination	Rail	0
95	Destination	IWW	-50
96	Origin	Road	-26
96	Origin	Rail	6
96	Origin	IWW	-50
96	Destination	Road	-26
96	Destination	Rail	2
96	Destination	IWW	-50
97	Origin	Road	-22
97	Origin	Rail	6
97	Origin	IWW	-50
97	Destination	Road	-24
97	Destination	Rail	-4
97	Destination	IWW	-50
98	Origin	Road	-16
98	Origin	Rail	-8
98	Origin	IWW	-50
98	Destination	Road	-50
98	Destination	Rail	50
98	Destination	IWW	-50
99	Origin	Road	-50
99	Origin	Rail	-50
99	Origin	IWW	-50
99	Destination	Road	-50
99	Destination	Rail	-50
99	Destination	IWW	-50
100	Origin	Road	-28
100	Origin	Rail	-30
100	Origin	IWW	28
100	Destination	Road	-50
100	Destination	Rail	50
100	Destination	IWW	50
101	Origin	Road	-32
101	Origin	Rail	6
101	Origin	IWW	-50
101	Destination	Road	-22
101	Destination	Rail	-24
101	Destination	IWW	-50
102	Origin	Road	32
102	Origin	Rail	-50
102	Origin	IWW	50
102	Destination	Road	26
102	Destination	Rail	10
102	Destination	IWW	4
103	Origin	Road	-50
103	Origin	Rail	-50
103	Origin	IWW	-50
103	Destination	Road	-50
103	Destination	Rail	-50
103	Destination	IWW	-50
104	Origin	Road	-50
104	Origin	Rail	-50
104	Origin	IWW	-50
104	Destination	Road	-50
104	Destination	Rail	-50
104	Destination	IWW	-50
105	Origin	Road	-50
105	Origin	Rail	-50
105	Origin	IWW	-50
105	Destination	Road	-50
105	Destination	Rail	-50
105	Destination	IWW	-50
106	Origin	Road	-18
106	Origin	Rail	4
106	Origin	IWW	-50
106	Destination	Road	-10
106	Destination	Rail	0
106	Destination	IWW	-50
107	Origin	Road	-50
107	Origin	Rail	-50
107	Origin	IWW	-50
107	Destination	Road	-50
107	Destination	Rail	-50
107	Destination	IWW	-50
108	Origin	Road	40
108	Origin	Rail	-2
108	Origin	IWW	-50
108	Destination	Road	10
108	Destination	Rail	0
108	Destination	IWW	-50
109	Origin	Road	-26
109	Origin	Rail	2
109	Origin	IWW	-50
109	Destination	Road	10
109	Destination	Rail	0
109	Destination	IWW	-50
110	Origin	Road	-32
110	Origin	Rail	-18
110	Origin	IWW	-50
110	Destination	Road	0
110	Destination	Rail	6
110	Destination	IWW	0
111	Origin	Road	-12
111	Origin	Rail	-12
111	Origin	IWW	50
111	Destination	Road	-8
111	Destination	Rail	-10
111	Destination	IWW	50
112	Origin	Road	-6
112	Origin	Rail	0
112	Origin	IWW	4
112	Destination	Road	0
112	Destination	Rail	0
112	Destination	IWW	48
113	Origin	Road	-8
113	Origin	Rail	2
113	Origin	IWW	-18
113	Destination	Road	4
113	Destination	Rail	8
113	Destination	IWW	14
114	Origin	Road	2
114	Origin	Rail	-2
114	Origin	IWW	50
114	Destination	Road	-46
114	Destination	Rail	-50
114	Destination	IWW	2
115	Origin	Road	0
115	Origin	Rail	0
115	Origin	IWW	50
115	Destination	Road	-48
115	Destination	Rail	-20
115	Destination	IWW	50
116	Origin	Road	-10
116	Origin	Rail	-6
116	Origin	IWW	-48
116	Destination	Road	-2
116	Destination	Rail	-2
116	Destination	IWW	50
117	Origin	Road	-4
117	Origin	Rail	-6
117	Origin	IWW	34
117	Destination	Road	-10
117	Destination	Rail	-6
117	Destination	IWW	-6
118	Origin	Road	-6
118	Origin	Rail	-6
118	Origin	IWW	2
118	Destination	Road	0
118	Destination	Rail	-4
118	Destination	IWW	0
119	Origin	Road	0
119	Origin	Rail	14
119	Origin	IWW	14
119	Destination	Road	0
119	Destination	Rail	0
119	Destination	IWW	6
120	Origin	Road	-14
120	Origin	Rail	-6
120	Origin	IWW	50
120	Destination	Road	-10
120	Destination	Rail	-8
120	Destination	IWW	50
121	Origin	Road	-26
121	Origin	Rail	-6
121	Origin	IWW	50
121	Destination	Road	-4
121	Destination	Rail	-2
121	Destination	IWW	-14
122	Origin	Road	-12
122	Origin	Rail	6
122	Origin	IWW	-50
122	Destination	Road	4
122	Destination	Rail	-2
122	Destination	IWW	-50
123	Origin	Road	-4
123	Origin	Rail	-4
123	Origin	IWW	38
123	Destination	Road	-2
123	Destination	Rail	-2
123	Destination	IWW	-10
124	Origin	Road	-20
124	Origin	Rail	-2
124	Origin	IWW	-50
124	Destination	Road	-4
124	Destination	Rail	0
124	Destination	IWW	-50
125	Origin	Road	-4
125	Origin	Rail	4
125	Origin	IWW	-50
125	Destination	Road	6
125	Destination	Rail	0
125	Destination	IWW	-50
126	Origin	Road	-34
126	Origin	Rail	-4
126	Origin	IWW	50
126	Destination	Road	12
126	Destination	Rail	0
126	Destination	IWW	-16
127	Origin	Road	-32
127	Origin	Rail	-20
127	Origin	IWW	50
127	Destination	Road	-14
127	Destination	Rail	-2
127	Destination	IWW	50
128	Origin	Road	-46
128	Origin	Rail	-18
128	Origin	IWW	50
128	Destination	Road	2
128	Destination	Rail	-4
128	Destination	IWW	50
129	Origin	Road	-46
129	Origin	Rail	-20
129	Origin	IWW	50
129	Destination	Road	-50
129	Destination	Rail	-26
129	Destination	IWW	50
130	Origin	Road	2
130	Origin	Rail	-8
130	Origin	IWW	18
130	Destination	Road	20
130	Destination	Rail	-2
130	Destination	IWW	10
131	Origin	Road	14
131	Origin	Rail	48
131	Origin	IWW	-50
131	Destination	Road	-50
131	Destination	Rail	30
131	Destination	IWW	-50
132	Origin	Road	-50
132	Origin	Rail	-50
132	Origin	IWW	-50
132	Destination	Road	-50
132	Destination	Rail	-50
132	Destination	IWW	-50
133	Origin	Road	-50
133	Origin	Rail	-50
133	Origin	IWW	-50
133	Destination	Road	-50
133	Destination	Rail	-50
133	Destination	IWW	-50
134	Origin	Road	-50
134	Origin	Rail	-50
134	Origin	IWW	-50
134	Destination	Road	-50
134	Destination	Rail	-50
134	Destination	IWW	-50
135	Origin	Road	-50
135	Origin	Rail	-50
135	Origin	IWW	-50
135	Destination	Road	-50
135	Destination	Rail	-50
135	Destination	IWW	-50
136	Origin	Road	-18
136	Origin	Rail	12
136	Origin	IWW	-50
136	Destination	Road	-48
136	Destination	Rail	24
136	Destination	IWW	-50
137	Origin	Road	-44
137	Origin	Rail	0
137	Origin	IWW	-50
137	Destination	Road	2
137	Destination	Rail	0
137	Destination	IWW	-50
138	Origin	Road	-4
138	Origin	Rail	0
138	Origin	IWW	-50
138	Destination	Road	16
138	Destination	Rail	-6
138	Destination	IWW	-50
139	Origin	Road	-26
139	Origin	Rail	0
139	Origin	IWW	-50
139	Destination	Road	40
139	Destination	Rail	48
139	Destination	IWW	-50
140	Origin	Road	-6
140	Origin	Rail	8
140	Origin	IWW	-50
140	Destination	Road	-50
140	Destination	Rail	22
140	Destination	IWW	-50
141	Origin	Road	24
141	Origin	Rail	44
141	Origin	IWW	-50
141	Destination	Road	-50
141	Destination	Rail	12
141	Destination	IWW	-50
142	Origin	Road	12
142	Origin	Rail	50
142	Origin	IWW	-50
142	Destination	Road	-50
142	Destination	Rail	34
142	Destination	IWW	-50
143	Origin	Road	8
143	Origin	Rail	8
143	Origin	IWW	-50
143	Destination	Road	-24
143	Destination	Rail	0
143	Destination	IWW	-50
144	Origin	Road	-50
144	Origin	Rail	50
144	Origin	IWW	-50
144	Destination	Road	-50
144	Destination	Rail	42
144	Destination	IWW	-50
145	Origin	Road	12
145	Origin	Rail	36
145	Origin	IWW	-50
145	Destination	Road	50
145	Destination	Rail	-14
145	Destination	IWW	-50
146	Origin	Road	18
146	Origin	Rail	24
146	Origin	IWW	-50
146	Destination	Road	-50
146	Destination	Rail	6
146	Destination	IWW	-50
147	Origin	Road	-50
147	Origin	Rail	-50
147	Origin	IWW	-50
147	Destination	Road	-50
147	Destination	Rail	-50
147	Destination	IWW	-50
148	Origin	Road	-50
148	Origin	Rail	-50
148	Origin	IWW	-50
148	Destination	Road	-50
148	Destination	Rail	-50
148	Destination	IWW	-50
149	Origin	Road	-50
149	Origin	Rail	-10
149	Origin	IWW	50
149	Destination	Road	-24
149	Destination	Rail	0
149	Destination	IWW	48
150	Origin	Road	-50
150	Origin	Rail	50
150	Origin	IWW	-50
150	Destination	Road	-50
150	Destination	Rail	50
150	Destination	IWW	-50
151	Origin	Road	-50
151	Origin	Rail	50
151	Origin	IWW	-50
151	Destination	Road	-50
151	Destination	Rail	28
151	Destination	IWW	-50
152	Origin	Road	-50
152	Origin	Rail	50
152	Origin	IWW	50
152	Destination	Road	-50
152	Destination	Rail	40
152	Destination	IWW	-14
153	Origin	Road	-24
153	Origin	Rail	0
153	Origin	IWW	-6
153	Destination	Road	-18
153	Destination	Rail	0
153	Destination	IWW	-48
154	Origin	Road	-18
154	Origin	Rail	-12
154	Origin	IWW	50
154	Destination	Road	4
154	Destination	Rail	-2
154	Destination	IWW	50
155	Origin	Road	-10
155	Origin	Rail	-8
155	Origin	IWW	50
155	Destination	Road	6
155	Destination	Rail	0
155	Destination	IWW	50
156	Origin	Road	-14
156	Origin	Rail	-12
156	Origin	IWW	-46
156	Destination	Road	-14
156	Destination	Rail	6
156	Destination	IWW	-10
157	Origin	Road	-18
157	Origin	Rail	-16
157	Origin	IWW	50
157	Destination	Road	4
157	Destination	Rail	-2
157	Destination	IWW	50
158	Origin	Road	-10
158	Origin	Rail	0
158	Origin	IWW	-50
158	Destination	Road	-18
158	Destination	Rail	0
158	Destination	IWW	-50
159	Origin	Road	-10
159	Origin	Rail	-28
159	Origin	IWW	50
159	Destination	Road	8
159	Destination	Rail	0
159	Destination	IWW	-8
160	Origin	Road	-20
160	Origin	Rail	-18
160	Origin	IWW	50
160	Destination	Road	-2
160	Destination	Rail	-14
160	Destination	IWW	-20
161	Origin	Road	-44
161	Origin	Rail	-18
161	Origin	IWW	12
161	Destination	Road	-4
161	Destination	Rail	2
161	Destination	IWW	50
162	Origin	Road	-50
162	Origin	Rail	-50
162	Origin	IWW	-50
162	Destination	Road	-50
162	Destination	Rail	-50
162	Destination	IWW	-50
163	Origin	Road	-28
163	Origin	Rail	-8
163	Origin	IWW	-50
163	Destination	Road	4
163	Destination	Rail	0
163	Destination	IWW	-50
164	Origin	Road	-50
164	Origin	Rail	48
164	Origin	IWW	50
164	Destination	Road	-38
164	Destination	Rail	-4
164	Destination	IWW	50
165	Origin	Road	-18
165	Origin	Rail	-12
165	Origin	IWW	50
165	Destination	Road	12
165	Destination	Rail	0
165	Destination	IWW	50
166	Origin	Road	-34
166	Origin	Rail	-18
166	Origin	IWW	20
166	Destination	Road	0
166	Destination	Rail	0
166	Destination	IWW	50
167	Origin	Road	-12
167	Origin	Rail	8
167	Origin	IWW	50
167	Destination	Road	24
167	Destination	Rail	32
167	Destination	IWW	20
168	Origin	Road	-8
168	Origin	Rail	-4
168	Origin	IWW	50
168	Destination	Road	4
168	Destination	Rail	0
168	Destination	IWW	-18
169	Origin	Road	-26
169	Origin	Rail	-12
169	Origin	IWW	30
169	Destination	Road	-4
169	Destination	Rail	-2
169	Destination	IWW	-20
170	Origin	Road	-18
170	Origin	Rail	-8
170	Origin	IWW	50
170	Destination	Road	4
170	Destination	Rail	0
170	Destination	IWW	-22
171	Origin	Road	-26
171	Origin	Rail	-14
171	Origin	IWW	20
171	Destination	Road	-2
171	Destination	Rail	0
171	Destination	IWW	-14
172	Origin	Road	-36
172	Origin	Rail	-18
172	Origin	IWW	50
172	Destination	Road	-2
172	Destination	Rail	-2
172	Destination	IWW	50
173	Origin	Road	-10
173	Origin	Rail	0
173	Origin	IWW	-50
173	Destination	Road	0
173	Destination	Rail	-2
173	Destination	IWW	-50
174	Origin	Road	-28
174	Origin	Rail	-16
174	Origin	IWW	20
174	Destination	Road	-10
174	Destination	Rail	-4
174	Destination	IWW	-12
175	Origin	Road	-34
175	Origin	Rail	-20
175	Origin	IWW	-50
175	Destination	Road	-2
175	Destination	Rail	-2
175	Destination	IWW	-50
176	Origin	Road	-46
176	Origin	Rail	-18
176	Origin	IWW	-50
176	Destination	Road	-10
176	Destination	Rail	-2
176	Destination	IWW	-50
177	Origin	Road	-14
177	Origin	Rail	-2
177	Origin	IWW	-50
177	Destination	Road	-24
177	Destination	Rail	-2
177	Destination	IWW	-50
178	Origin	Road	-46
178	Origin	Rail	-18
178	Origin	IWW	-50
178	Destination	Road	-10
178	Destination	Rail	-4
178	Destination	IWW	-50
179	Origin	Road	-6
179	Origin	Rail	0
179	Origin	IWW	-50
179	Destination	Road	4
179	Destination	Rail	0
179	Destination	IWW	-50
180	Origin	Road	-44
180	Origin	Rail	-24
180	Origin	IWW	-50
180	Destination	Road	-16
180	Destination	Rail	-6
180	Destination	IWW	-50
181	Origin	Road	-48
181	Origin	Rail	-16
181	Origin	IWW	-50
181	Destination	Road	-18
181	Destination	Rail	-2
181	Destination	IWW	-50
182	Origin	Road	-26
182	Origin	Rail	-20
182	Origin	IWW	-50
182	Destination	Road	8
182	Destination	Rail	0
182	Destination	IWW	-50
183	Origin	Road	-26
183	Origin	Rail	-12
183	Origin	IWW	-50
183	Destination	Road	8
183	Destination	Rail	0
183	Destination	IWW	-50
184	Origin	Road	-50
184	Origin	Rail	30
184	Origin	IWW	28
184	Destination	Road	-50
184	Destination	Rail	30
184	Destination	IWW	-10
185	Origin	Road	22
185	Origin	Rail	18
185	Origin	IWW	-50
185	Destination	Road	-4
185	Destination	Rail	4
185	Destination	IWW	-50
186	Origin	Road	-18
186	Origin	Rail	-6
186	Origin	IWW	50
186	Destination	Road	-16
186	Destination	Rail	-14
186	Destination	IWW	8
187	Origin	Road	6
187	Origin	Rail	4
187	Origin	IWW	-50
187	Destination	Road	-2
187	Destination	Rail	0
187	Destination	IWW	-50
188	Origin	Road	-50
188	Origin	Rail	-50
188	Origin	IWW	-50
188	Destination	Road	-50
188	Destination	Rail	-16
188	Destination	IWW	-50
189	Origin	Road	0
189	Origin	Rail	-4
189	Origin	IWW	-16
189	Destination	Road	0
189	Destination	Rail	16
189	Destination	IWW	-12
190	Origin	Road	2
190	Origin	Rail	-2
190	Origin	IWW	12
190	Destination	Road	-20
190	Destination	Rail	0
190	Destination	IWW	-4
